Code,Freshman 2018,Party (1=Dem),Open 2018,Modeled Rating,Incumbent.name,Open.2016,Uncontested.2018,Sabato.20170315,Sabato.20170327,Sabato.20170330,Sabato.20170410,Sabato.20170413,Sabato.20170427,Sabato.20170430,Sabato.20170510,Sabato.20170517,Sabato.20170621,Sabato.20170726,Sabato.20170907,Sabato.20171005,Sabato.20171019,Sabato.20171107,Sabato.20171129,Sabato.20171205,Sabato.20180108,Sabato.20180110,Sabato.20180112,Sabato.20180118,Sabato.20180126,Sabato.20180129,Sabato.20180205,Sabato.20180220,Sabato.20180308,Sabato.20180315,Sabato.20180325,Sabato.20180330,Sabato.20180411,Sabato.20180426,Sabato.20180504,Sabato.20180509,Sabato.20180516,Sabato.20180524,Sabato.20180529,Sabato.20180606,Sabato.20180613,Sabato.20180620,Sabato.20180628,Sabato.20180724
RI-02,,1,,Safe D,"Langevin, Jim",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
SC-01,,-1,YES,Lean R,"Sanford, Mark",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Likely R,Likely R,Likely R,Likely R
SC-02,,-1,,Safe R,"Wilson, Joe",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
SC-03,,-1,,Safe R,"Duncan, Jeff",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
SC-04,,-1,YES,Safe R,"Gowdy, Trey",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
SC-05,YES,-1,,Safe R,"Norman, Ralph",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Likely R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Likely R,Likely R,Likely R,Likely R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
SC-06,,1,,Safe D,"Clyburn, Jim",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
SC-07,,-1,,Safe R,"Rice, Tom",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
SD-AL,,-1,YES,Safe R,"Noem, Kristi",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TN-01,,-1,,Safe R,"Roe, Phil",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TN-02,,-1,YES,Safe R,"Duncan, John (Jimmy)",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TN-03,,-1,,Safe R,"Fleischmann, Chuck",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TN-04,,-1,,Safe R,"DesJarlais, Scott",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TN-05,,1,,Safe D,"Cooper, Jim",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
TN-06,,-1,YES,Safe R,"Black, Diane",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TN-07,,-1,YES,Safe R,"Blackburn, Marsha",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TN-08,YES,-1,,Safe R,"Kustoff, David",YES,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TN-09,,1,,Safe D,"Cohen, Steve",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
TX-01,,-1,,Safe R,"Gohmert, Louie",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TX-02,,-1,YES,Lean R,"Poe, Ted",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TX-03,,-1,YES,Likely R,"Johnson, Sam",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TX-04,,-1,,Safe R,"Ratcliffe, John",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TX-05,,-1,YES,Safe R,"Hensarling, Jeb",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TX-06,,-1,YES,Lean R,"Barton, Joe",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TX-07,,-1,,Tossup,"Culberson, John",,,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Toss-up
TX-08,,-1,,Safe R,"Brady, Kevin",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TX-09,,1,,Safe D,"Green, Al",,1,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
TX-10,,-1,,Likely R,"McCaul, Michael",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TX-11,,-1,,Safe R,"Conaway, Mike",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TX-12,,-1,,Safe R,"Granger, Kay",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TX-13,,-1,,Safe R,"Thornberry, Mac",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TX-14,,-1,,Safe R,"Weber, Randy",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TX-15,YES,1,,Safe D,"Gonz?lez, Vicente",YES,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
TX-16,,1,YES,Safe D,"O'Rourke, Beto",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
TX-17,,-1,,Safe R,"Flores, Bill",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TX-18,,1,,Safe D,"Jackson Lee, Shelia",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
TX-19,YES,-1,,Safe R,"Arrington, Jodey",YES,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TX-20,,1,,Safe D,"Castro, Joaquin",,1,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
TX-21,,-1,YES,Lean R,"Smith, Lamar",,,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R
TX-22,,-1,,Likely R,"Olson, Pete",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TX-23,,-1,,Tossup,"Hurd, Will",,,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up,Toss-up
TX-24,,-1,,Lean R,"Marchant, Kenny",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TX-25,,-1,,Safe R,"Williams, Roger",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TX-26,,-1,,Safe R,"Burgess, Michael",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TX-27,,-1,,Safe R,"Cloud, Michael",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
TX-28,,1,,Safe D,"Cuellar, Henry",,1,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
TX-29,,1,YES,Safe D,"Green, Gene",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
TX-30,,1,,Safe D,"Johnson, Eddie Bernice",,1,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
TX-31,,-1,,Likely R,"Carter, John",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Likely R
TX-32,,-1,,Tossup,"Sessions, Pete",,,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R
TX-33,,1,,Safe D,"Veasey, Marc",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
TX-34,,1,,Safe D,"Vela, Filemon",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
TX-35,,1,,Safe D,"Doggett, Lloyd",,,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D,Safe D
TX-36,,-1,,Safe R,"Babin, Brian",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
UT-01,,-1,,Safe R,"Bishop, Rob",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
UT-02,,-1,,Safe R,"Stewart, Chris",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
UT-03,YES,-1,,Safe R,"Curtis, John",,,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R,Safe R
UT-04,,-1,,Likely R,"Love, Mia",,,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Likely R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R,Lean R
